full_name,rating,jersey,team,position,b_day,height,weight,salary,country,draft_year,draft_round,draft_peak,college,DELETE,shot_close,shot_mid,shot_3pt,shot_iq,free_throw,offensive_consistency,driving_layup,standing_dunk,driving_dunk,draw_foul,post_moves,post_hook,post_fade,hands,speed,acceleration,vertical,strength,stamina,hustle,overall_durability,speed_with_ball,ball_handle,passing_accuracy,passing_vision,passing_iq,interior_defense,perimeter_defense,help_defense_iq,pick_and_roll_defense_iq,lateral_quickness,pass_perception,reaction_time,steal,block,shot_contest,defensive_consistency,offensive_rebound,defensive_rebound,intangibles,potential,standing_dunk_t,driving_dunk_t,flashy_dunk_t,alley_oop_t,putback_dunk_t,crash_t,driving_layup_t,spin_layup_t,hop_step_layup_t,euro_step_layup_t,floater_t,step_through_shot_t,shot_under_basket_t,shot_close_t,shot_close_left_t,shot_close_middle_t,shot_close_right_t,shot_mid_t,spot_up_shot_mid_t,off_screen_shot_mid_t,shot_3pt_t,spot_up_shot_3pt_t,off_screen_shot_3pt_t,contested_jumper_mid_t,contested_jumper_3pt_t,stepback_jumper_mid_t,stepback_jumper_3pt_t,spin_jumper_t,transition_pull_up_3pt_t,drive_pull_up_3pt_t,drive_pull_up_mid_t,use_glass_t,triple_threat_pump_fake_t,triple_threat_jab_step_t,triple_threat_idle_t,triple_threat_shoot_t,setup_with_sizeup_t,setup_with_hesitation_t,no_setup_dribble_t,drive_t,spot_up_drive_t,off_screen_drive_t,drive_right_t,driving_crossover_t,driving_spin_t,driving_step_back_t,driving_half_spin_t,driving_double_crossover_t,driving_behind_the_back_t,driving_dribble_hesitation_t,driving_in_and_out_t,no_driving_dribble_move_t,attack_strong_on_drive_t,shoot_t,touches_t,roll_vs_pop_t,transition_spot_up_t,iso_vs_elite_defender_t,iso_vs_good_defender_t,iso_vs_average_defender_t,iso_vs_poor_defender_t,play_discipline_t,post_up_t,post_shimmy_shot_t,post_face_up_t,post_back_down_t,post_aggressive_backdown_t,shoot_from_post_t,post_hook_left_t,post_hook_right_t,post_fade_left_t,post_fade_right_t,post_up_and_under_t,post_hop_shot_t,post_step_back_shot_t,post_drive_t,post_spin_t,post_drop_step_t,post_hop_step_t,dish_to_open_man_t,flashy_pass_t,alley_oop_pass_t,pass_interception_t,take_charge_t,on_ball_steal_t,contest_shot_t,block_shot_t,foul_t,hard_foul_t
Keldon Johnson,72,#3,San Antonio Spurs,F,10/11/99,6-5 / 1.96,211 lbs. / 95.7 kg.,"$1,950,600",USA,2019,1,29,Kentucky,Kyle Korver,77,79,81,97,77,70,65,25,25,32,27,25,55,72,40,49,52,31,81,80,80,27,60,74,32,79,42,65,65,70,60,59,53,31,37,53,45,25,51,95,77,0,0,0,25,0,45,50,0,0,0,25,0,8,5,2,89,9,10,60,60,85,99,75,25,80,0,5,0,40,20,5,5,0,0,50,0,0,0,0,5,15,10,95,5,0,15,0,0,0,0,0,90,5,50,60,0,95,0,0,0,0,99,0,0,0,0,0,10,0,0,9,9,0,0,5,0,0,0,0,40,20,20,37,20,37,40,22,60,15
Matt Thomas,72,#21,Toronto Raptors,G,08/04/94,6-4 / 1.93,197 lbs. / 89.4 kg.,"$898,310",USA,2017,Undrafted,Undrafted,Iowa State,Michael Carter-Williams,68,42,62,90,57,57,76,37,57,57,48,47,59,81,69,72,72,35,84,81,77,69,75,73,70,79,55,72,67,74,75,76,70,77,70,70,62,48,60,95,75,0,55,0,25,10,30,70,40,40,30,75,29,45,30,15,44,41,10,35,25,25,60,20,10,0,5,0,20,3,0,15,35,35,5,50,0,15,20,20,65,55,55,75,15,5,45,0,5,5,10,0,50,40,60,65,55,0,10,10,20,30,85,5,0,0,0,0,75,5,5,48,27,0,25,0,0,0,0,0,85,50,55,61,10,75,67,38,85,54
Chris Boucher,71,#25,Toronto Raptors,F-C,01/11/93,6-9 / 2.06,200 lbs. / 90.7 kg.,"$1,588,231",Canada,2017,Undrafted,Undrafted,Oregon,Michael Carter-Williams,68,42,62,90,57,57,76,37,57,57,48,47,59,81,69,72,72,35,84,81,77,69,75,73,70,79,55,72,67,74,75,76,70,77,70,70,62,48,60,95,75,0,55,0,25,10,30,70,40,40,30,75,29,45,30,15,44,41,10,35,25,25,60,20,10,0,5,0,20,3,0,15,35,35,5,50,0,15,20,20,65,55,55,75,15,5,45,0,5,5,10,0,50,40,60,65,55,0,10,10,20,30,85,5,0,0,0,0,75,5,5,48,27,0,25,0,0,0,0,0,85,50,55,61,10,75,67,38,85,54
Jevon Carter,71,#4,Phoenix Suns,G,09/14/95,6-1 / 1.85,200 lbs. / 90.7 kg.,"$1,416,852",USA,2018,2,32,West Virginia,Harry Giles III,83,73,62,90,63,69,71,74,69,51,69,69,67,79,67,66,74,64,74,79,80,38,39,64,59,73,67,41,69,62,59,54,60,52,61,65,34,64,75,95,81,75,80,0,75,40,5,20,25,20,30,5,59,47,30,26,45,28,15,15,0,0,25,0,20,0,0,0,0,0,0,0,40,75,5,50,25,0,0,0,45,75,70,50,0,0,0,0,0,0,0,0,99,70,45,65,99,0,0,0,5,15,99,30,40,15,15,25,65,26,24,26,26,30,20,20,15,10,25,23,10,25,0,34,0,33,78,21,65,50
Deyonta Davis,71,#0,,F-C,12/02/96,6-10 / 2.08,240 lbs. / 108.9 kg.,"$250,000",USA,2016,2,31,Michigan State,Markelle Fultz,58,61,66,90,53,61,83,26,56,70,40,38,44,77,82,81,81,52,88,71,80,81,83,80,65,79,46,63,65,68,74,65,78,52,43,67,36,53,47,95,84,0,60,55,50,15,15,70,55,55,45,75,41,46,85,20,39,41,10,45,40,5,65,40,35,45,45,10,35,15,10,20,15,55,55,15,55,80,25,0,70,50,50,51,55,20,45,15,0,10,35,35,55,60,70,75,0,15,15,15,25,35,35,0,0,0,0,0,10,0,0,15,15,0,20,0,30,0,0,0,40,50,55,57,0,46,65,16,60,20
Jacob Evans,71,#0,Minnesota Timberwolves,G,06/18/97,6-4 / 1.93,210 lbs. / 95.3 kg.,"$1,925,880",USA,2018,1,28,Cincinnati,Rui Hachimura,72,73,61,90,70,60,69,75,75,45,67,69,65,80,67,69,75,74,85,80,80,62,67,46,33,49,55,49,54,70,62,45,68,45,59,68,30,50,63,95,84,65,75,45,50,25,25,70,35,30,25,15,36,45,40,22,57,21,25,60,50,40,70,15,15,15,45,0,30,0,0,10,25,50,50,15,0,10,35,10,55,55,45,75,30,50,0,30,0,0,70,0,55,65,75,80,55,25,20,20,30,40,55,10,5,0,25,10,85,28,22,43,11,15,0,10,20,0,0,18,35,5,0,63,0,34,62,23,50,55
Terrance Ferguson,71,#23,Oklahoma City Thunder,G,05/17/98,6-6 / 1.98,184 lbs. / 83.5 kg.,"$2,475,840",USA,2017,1,21,,Cory Joseph,73,76,73,90,67,47,73,25,27,64,26,25,36,82,71,69,62,37,85,67,85,71,81,79,67,81,51,77,68,78,79,56,68,63,44,68,67,32,53,95,76,0,40,0,25,5,20,50,40,35,25,80,0,26,10,10,32,58,25,40,35,30,75,35,30,40,20,0,20,0,0,20,5,55,55,20,0,0,15,25,60,55,65,54,25,15,15,15,0,10,35,15,70,35,45,55,0,0,10,10,20,30,99,0,0,0,0,0,10,7,28,48,35,0,20,0,0,0,0,0,65,5,55,51,20,62,48,15,45,99
Daniel Gafford,71,#12,Chicago Bulls,F,10/01/98,6-10 / 2.08,234 lbs. / 106.1 kg.,"$898,310",USA,2019,2,38,Arkansas,Cory Joseph,73,76,73,90,67,47,73,25,27,64,26,25,36,82,71,69,62,37,85,67,85,71,81,79,67,81,51,77,68,78,79,56,68,63,44,68,67,32,53,95,76,0,40,0,25,5,20,50,40,35,25,80,0,26,10,10,32,58,25,40,35,30,75,35,30,40,20,0,20,0,0,20,5,55,55,20,0,0,15,25,60,55,65,54,25,15,15,15,0,10,35,15,70,35,45,55,0,0,10,10,20,30,99,0,0,0,0,0,10,7,28,48,35,0,20,0,0,0,0,0,65,5,55,51,20,62,48,15,45,99
Treveon Graham,71,#12,Atlanta Hawks,G,10/28/93,6-5 / 1.96,219 lbs. / 99.3 kg.,"$1,645,357",USA,2015,Undrafted,Undrafted,VCU,Zach Collins,87,48,74,90,73,53,70,68,53,61,68,70,68,73,64,63,77,58,76,78,80,36,47,35,31,36,66,43,68,64,55,63,70,34,76,78,48,67,65,97,79,70,70,69,50,25,10,40,0,0,0,10,0,59,30,33,23,44,10,40,20,40,60,0,35,10,0,0,0,0,0,0,5,55,0,50,0,0,0,0,30,45,60,25,0,0,0,0,0,0,0,0,99,50,45,55,20,0,0,0,5,15,99,50,0,35,15,5,55,33,36,0,14,15,5,0,40,0,0,0,50,0,0,48,10,37,35,45,90,22
Frank Jackson,71,#15,New Orleans Pelicans,G,05/04/98,6-3 / 1.91,205 lbs. / 93 kg.,"$1,618,520",USA,2017,2,31,Duke,Norman Powell,87,45,81,90,81,53,75,25,73,35,26,28,30,86,77,81,78,44,78,78,80,75,70,58,41,66,48,77,75,78,76,72,57,47,48,57,73,31,51,95,76,0,70,25,25,5,70,55,40,5,20,40,13,48,20,6,74,20,5,50,45,65,70,45,36,50,25,10,0,8,10,0,12,45,45,25,0,0,0,35,55,55,65,95,65,45,30,35,50,30,60,35,70,60,55,60,20,35,0,0,5,15,99,0,0,0,0,0,10,7,9,11,11,0,0,0,15,0,0,0,40,35,25,64,10,59,75,20,75,71
Luke Kornet,71,#2,Chicago Bulls,C,07/15/95,7-2 / 2.18,240 lbs. / 108.9 kg.,"$2,250,000",USA,2017,Undrafted,Undrafted,Vanderbilt,Evan Turner,60,80,53,90,67,36,72,36,59,50,46,27,48,86,70,66,66,56,78,84,85,67,73,71,67,74,50,70,66,72,71,51,68,33,43,68,61,33,68,95,75,0,50,5,25,5,20,60,25,20,5,55,0,31,50,9,23,68,15,45,40,25,65,20,60,5,20,0,15,0,0,20,15,5,5,50,0,0,0,50,55,65,65,75,50,35,25,10,5,10,75,15,55,35,45,65,0,0,20,20,30,40,99,45,0,25,10,5,55,0,6,67,63,15,0,35,25,0,0,0,65,30,55,56,0,51,68,25,60,30
Frank Mason,71,#15,Milwaukee Bucks,G,04/13/94,5-11 / 1.80,190 lbs. / 86.2 kg.,"$79,568",USA,2017,2,34,Kansas,Derrick Jones Jr.,57,62,70,90,58,62,71,82,87,65,34,37,34,71,74,73,90,56,77,77,75,58,57,62,26,51,57,56,57,57,68,65,67,53,69,67,27,66,56,95,75,70,80,85,75,65,25,20,5,0,0,5,0,65,25,12,68,20,0,40,30,25,60,30,16,26,0,0,0,0,0,0,0,0,0,50,0,0,0,0,55,45,65,95,0,0,0,0,0,0,0,0,75,40,40,40,35,0,0,0,0,0,99,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,5,0,47,20,42,99,33,75,35
Ben McLemore,71,#16,Houston Rockets,G,02/11/93,6-3 / 1.91,189 lbs. / 85.7 kg.,"$2,028,594",USA,2013,1,7,Kansas,Evan Turner,60,80,53,90,67,36,72,36,59,50,46,27,48,86,70,66,66,56,78,84,85,67,73,71,67,74,50,70,66,72,71,51,68,33,43,68,61,33,68,95,75,0,50,5,25,5,20,60,25,20,5,55,0,31,50,9,23,68,15,45,40,25,65,20,60,5,20,0,15,0,0,20,15,5,5,50,0,0,0,50,55,65,65,75,50,35,25,10,5,10,75,15,55,35,45,65,0,0,20,20,30,40,99,45,0,25,10,5,55,0,6,67,63,15,0,35,25,0,0,0,65,30,55,56,0,51,68,25,60,30
Dzanan Musa,71,#13,Brooklyn Nets,F,05/08/99,6-9 / 2.06,195 lbs. / 88.5 kg.,"$1,911,600",Bosnia and Herzegovina,2018,1,29,,Jordan Bell,78,67,44,90,55,49,72,79,74,34,42,44,32,74,69,61,71,63,84,89,94,33,39,36,40,49,69,54,74,71,58,64,70,34,80,82,59,57,61,95,76,75,75,35,75,40,25,60,10,15,5,5,0,65,20,21,39,40,5,20,0,0,25,0,15,0,0,0,0,0,0,0,35,5,5,50,0,0,0,0,55,55,65,49,0,0,0,0,0,0,0,0,99,75,40,50,99,0,0,0,10,20,99,20,25,5,20,5,60,26,26,14,0,10,5,0,15,10,5,5,10,10,0,39,0,27,70,46,80,45
Elie Okobo,71,#2,Phoenix Suns,G,10/23/97,6-3 / 1.91,190 lbs. / 86.2 kg.,"$1,416,852",France,2018,2,31,,Pat Connaughton,83,72,75,95,72,69,76,29,79,53,29,34,33,67,76,77,94,29,79,83,80,64,69,59,47,61,34,63,49,65,73,43,72,39,55,64,29,49,62,95,76,0,60,20,50,5,10,50,0,0,0,10,0,45,15,14,66,20,5,55,45,50,75,40,20,36,15,0,0,0,0,0,5,0,0,50,0,0,0,0,40,65,55,95,15,5,15,0,0,5,40,30,80,45,40,45,0,50,5,5,15,25,99,0,0,0,0,0,10,0,0,33,33,0,20,0,20,0,0,0,55,25,0,40,10,34,86,14,60,40
Jerome Robinson,71,#1,Washington Wizards,G,02/22/97,6-4 / 1.93,190 lbs. / 86.2 kg.,"$3,567,720",USA,2018,1,13,Boston College,Dillon Brooks,80,69,79,95,71,73,77,33,58,68,62,53,57,83,73,70,63,56,86,73,85,64,64,57,32,56,55,50,52,55,66,57,58,41,49,52,28,37,41,95,77,0,40,0,50,5,20,25,25,20,5,35,0,44,30,10,50,40,15,40,45,40,70,40,20,25,45,0,0,5,0,0,15,0,40,15,30,0,15,0,45,45,55,95,15,5,35,0,0,0,5,0,45,40,55,60,0,50,10,10,20,30,99,5,0,0,0,0,25,0,0,0,0,0,0,0,10,0,0,0,20,20,5,69,20,25,45,15,70,55
JaKarr Sampson,71,#14,Indiana Pacers,F,03/20/93,6-7 / 2.01,223 lbs. / 101.2 kg.,"$1,737,145",USA,2014,Undrafted,Undrafted,St. John's,Jaxson Hayes,69,65,26,90,71,37,68,82,77,49,52,65,51,77,55,57,72,69,77,77,80,38,35,26,25,37,76,45,76,64,63,42,72,41,83,88,62,64,64,95,84,80,80,75,50,40,10,10,0,0,0,0,0,70,25,45,15,40,5,15,0,5,25,0,0,10,0,0,0,0,0,0,5,0,10,85,5,0,0,100,35,55,75,95,0,0,0,0,0,0,0,0,99,85,50,55,75,0,0,0,0,0,99,0,0,0,10,5,80,25,53,59,39,0,0,0,40,15,5,5,15,10,0,55,0,30,89,84,75,70
Edmond Sumner,71,#5,Indiana Pacers,G,12/13/95,6-4 / 1.93,186 lbs. / 84.4 kg.,"$2,000,000",USA,2017,2,52,Xavier,Chandler Parsons,75,65,66,90,81,53,72,38,63,54,53,43,56,70,61,60,63,33,76,68,81,60,68,68,44,61,45,61,65,71,62,61,75,49,43,75,63,25,57,95,76,0,70,0,25,10,15,45,30,15,5,20,0,37,20,20,55,25,20,55,50,65,85,40,30,30,15,15,25,5,5,10,15,5,35,55,0,0,0,15,55,35,50,75,10,0,0,0,0,0,15,0,70,40,55,65,0,90,0,0,10,20,55,10,0,50,10,5,75,0,0,51,33,0,0,25,25,0,0,0,50,25,30,62,40,38,68,16,55,35
Gary Trent Jr,71,#2,Portland Trail Blazers,G,01/18/99,6-5 / 1.96,209 lbs. / 94.8 kg.,"$1,416,852",USA,2018,2,37,Duke,Chandler Parsons,75,65,66,90,81,53,72,38,63,54,53,43,56,70,61,60,63,33,76,68,81,60,68,68,44,61,45,61,65,71,62,61,75,49,43,75,63,25,57,95,76,0,70,0,25,10,15,45,30,15,5,20,0,37,20,20,55,25,20,55,50,65,85,40,30,30,15,15,25,5,5,10,15,5,35,55,0,0,0,15,55,35,50,75,10,0,0,0,0,0,15,0,70,40,55,65,0,90,0,0,10,20,55,10,0,50,10,5,75,0,0,51,33,0,0,25,25,0,0,0,50,25,30,62,40,38,68,16,55,35
Moritz Wagner,71,#21,Washington Wizards,F,04/26/97,6-11 / 2.11,240 lbs. / 108.9 kg.,"$2,063,520",Germany,2018,1,25,Michigan,Robert Williams,72,40,25,90,60,46,68,86,76,40,61,56,46,71,71,58,71,79,76,66,78,34,44,33,25,51,72,36,79,67,60,51,61,39,86,89,56,72,73,95,80,75,75,20,75,50,20,30,0,0,0,5,0,74,20,45,15,40,5,10,0,0,25,0,15,0,0,0,0,0,0,0,50,5,5,50,0,0,0,0,30,40,75,0,0,0,0,0,0,0,0,0,99,65,45,45,99,0,0,0,0,0,99,15,0,0,5,0,65,45,27,0,0,0,0,0,40,0,25,25,15,0,0,37,0,38,74,38,70,72
Admiral Schofield,71,#1,Washington Wizards,F,03/30/97,6-5 / 1.96,241 lbs. / 109.3 kg.,"$1,000,000",USA,2019,2,42,Tennessee,Glenn Robinson III,60,75,64,90,76,51,75,71,86,66,48,40,51,64,77,59,94,36,76,55,80,61,64,56,26,36,48,66,71,74,65,49,64,34,47,64,56,35,46,95,75,40,80,35,50,15,15,40,0,0,0,15,0,35,20,15,59,26,15,50,40,35,75,35,20,20,0,0,0,0,0,0,20,5,5,50,0,0,0,0,40,20,25,95,15,0,0,0,0,0,15,0,75,35,40,55,55,15,0,0,5,15,99,5,0,0,0,0,10,0,7,0,12,0,0,0,0,0,0,0,15,10,10,57,10,41,65,24,30,35
Bruno Fernando,71,#24,Atlanta Hawks,F,08/15/98,6-9 / 2.06,245 lbs. / 111.1 kg.,"$1,400,000",Angola,2019,2,34,Maryland,Maurice Harkless,63,52,61,90,61,39,72,49,78,48,34,34,36,79,66,70,76,39,79,73,85,55,57,59,27,42,54,74,72,79,73,58,60,64,64,60,69,48,55,95,76,35,70,50,50,30,35,40,0,0,0,5,0,64,10,9,69,22,5,40,35,35,75,20,30,20,0,0,0,0,0,0,10,5,5,50,0,0,0,0,50,55,65,95,15,5,0,0,0,0,15,0,75,60,40,50,40,0,0,0,10,20,99,35,0,25,5,0,65,19,19,23,14,0,0,0,55,0,0,0,40,15,15,69,0,49,64,42,60,30
Alen Smailagic,71,#6,Golden State Warriors,F,08/18/00,6-10 / 2.08,215 lbs. / 97.5 kg.,"$898,310",Serbia,2019,2,39,,Maurice Harkless,63,52,61,90,61,39,72,49,78,48,34,34,36,79,66,70,76,39,79,73,85,55,57,59,27,42,54,74,72,79,73,58,60,64,64,60,69,48,55,95,76,35,70,50,50,30,35,40,0,0,0,5,0,64,10,9,69,22,5,40,35,35,75,20,30,20,0,0,0,0,0,0,10,5,5,50,0,0,0,0,50,55,65,95,15,5,0,0,0,0,15,0,75,60,40,50,40,0,0,0,10,20,99,35,0,25,5,0,65,19,19,23,14,0,0,0,55,0,0,0,40,15,15,69,0,49,64,42,60,30
Eric Paschall,71,#7,Golden State Warriors,F,11/04/96,6-6 / 1.98,255 lbs. / 115.7 kg.,"$898,310",USA,2019,2,41,Villanova,Kyle O'Quinn,86,84,36,90,77,41,53,61,58,54,56,56,54,64,34,25,71,79,74,81,90,31,43,35,67,58,65,33,60,68,50,55,63,36,84,79,51,65,83,95,74,70,75,5,25,40,5,25,0,0,0,15,0,50,35,32,11,57,15,35,10,5,50,0,10,0,10,0,0,0,0,0,5,15,0,65,0,0,0,0,30,45,55,95,0,0,0,0,0,0,0,0,99,65,50,55,55,0,5,5,15,25,85,20,0,0,15,0,40,11,14,22,0,25,0,0,35,0,30,30,30,10,0,54,10,47,68,82,99,60
Carsen Edwards,71,#4,Boston Celtics,G,03/12/98,5-11 / 1.80,200 lbs. / 90.7 kg.,"$1,228,026",USA,2019,2,33,Purdue,Kyle O'Quinn,86,84,36,90,77,41,53,61,58,54,56,56,54,64,34,25,71,79,74,81,90,31,43,35,67,58,65,33,60,68,50,55,63,36,84,79,51,65,83,95,74,70,75,5,25,40,5,25,0,0,0,15,0,50,35,32,11,57,15,35,10,5,50,0,10,0,10,0,0,0,0,0,5,15,0,65,0,0,0,0,30,45,55,95,0,0,0,0,0,0,0,0,99,65,50,55,55,0,5,5,15,25,85,20,0,0,15,0,40,11,14,22,0,25,0,0,35,0,30,30,30,10,0,54,10,47,68,82,99,60
KZ Okpala,71,#4,Miami Heat,F,04/28/99,6-8 / 2.03,215 lbs. / 97.5 kg.,"$898,310",USA,2019,2,32,Stanford,Ish Smith,78,71,70,90,72,56,73,25,26,58,25,25,28,77,84,83,66,28,76,74,84,84,82,80,68,81,25,70,60,76,73,48,66,34,38,66,46,30,48,95,76,0,35,0,25,5,15,60,30,35,20,65,0,37,60,8,19,73,30,30,30,20,75,20,36,16,40,0,20,0,0,15,25,65,65,0,35,0,15,40,65,60,70,75,60,30,40,25,25,40,70,50,99,25,60,65,0,0,10,10,20,30,99,0,0,0,0,0,10,0,5,26,34,0,20,0,0,0,0,0,75,30,75,52,40,55,25,28,50,25
Shake Milton,71,#18,Philadelphia 76ers,C,09/26/96,6-5 / 1.96,205 lbs. / 93 kg.,"$1,445,697",USA,2018,2,54,SMU,Ish Smith,78,71,70,90,72,56,73,25,26,58,25,25,28,77,84,83,66,28,76,74,84,84,82,80,68,81,25,70,60,76,73,48,66,34,38,66,46,30,48,95,76,0,35,0,25,5,15,60,30,35,20,65,0,37,60,8,19,73,30,30,30,20,75,20,36,16,40,0,20,0,0,15,25,65,65,0,35,0,15,40,65,60,70,75,60,30,40,25,25,40,70,50,99,25,60,65,0,0,10,10,20,30,99,0,0,0,0,0,10,0,5,26,34,0,20,0,0,0,0,0,75,30,75,52,40,55,25,28,50,25
Chimezie Metu,71,#7,San Antonio Spurs,F,03/22/97,6-9 / 2.06,225 lbs. / 102.1 kg.,"$1,416,852",Nigeria,2018,2,49,USC,Torrey Craig,53,53,75,90,67,62,67,32,57,45,52,37,49,67,60,58,70,46,77,32,80,55,66,49,29,47,63,76,76,80,78,72,70,37,64,70,77,53,53,95,74,0,55,0,25,50,0,94,0,0,0,45,0,50,10,11,76,13,20,60,50,35,75,50,40,35,15,0,0,0,5,5,0,0,5,50,0,0,0,0,35,25,20,95,15,0,0,0,0,0,15,0,99,20,35,45,20,45,0,0,5,15,99,0,5,0,0,0,10,8,5,5,5,0,0,0,20,0,0,0,40,0,15,15,0,40,78,45,70,0
Keita Bates-Diop,70,#0,Denver Nuggets,F,01/23/96,6-8 / 2.03,235 lbs. / 106.6 kg.,"$1,416,852",USA,2018,2,48,Ohio State,T.J. Leaf,86,60,59,90,57,61,70,61,46,66,68,56,68,76,66,57,71,56,76,61,80,40,48,54,29,60,63,41,62,58,45,56,64,31,68,65,31,67,64,95,78,45,60,0,25,35,20,25,0,0,0,10,0,53,25,26,45,29,10,55,45,35,75,50,35,30,20,15,0,8,0,15,25,5,5,50,0,0,0,0,35,20,30,51,0,0,40,0,0,0,0,0,99,55,45,55,20,30,10,10,20,30,99,20,25,40,5,0,55,7,2,28,31,15,5,15,25,15,15,15,45,0,0,37,0,18,60,14,70,35
Darius Bazley,70,#7,Oklahoma City Thunder,F,06/12/00,6-8 / 2.03,200 lbs. / 90.7 kg.,"$2,284,800",USA,2019,1,23,,Maxi Kleber,87,76,76,95,75,62,70,62,57,44,66,64,66,64,42,35,53,60,77,82,80,42,35,44,30,54,65,32,72,50,52,49,52,37,79,67,47,54,64,95,75,55,65,65,75,25,20,35,38,45,49,39,67,44,15,17,59,24,5,55,40,40,70,45,40,35,0,0,15,5,0,5,19,9,14,57,22,12,20,68,40,30,35,52,24,14,25,7,5,8,22,9,83,48,40,55,24,10,0,0,0,0,99,20,9,13,21,10,10,15,13,16,17,20,10,11,11,6,6,8,45,23,9,59,20,62,62,53,70,48
Tony Bradley,70,#13,Utah Jazz,F-C,01/08/98,6-10 / 2.08,248 lbs. / 112.5 kg.,"$1,962,360",USA,2017,1,28,North Carolina,Nicolo Melli,69,76,80,80,79,60,62,60,50,52,52,49,54,70,55,54,59,63,80,70,68,47,60,42,35,49,62,40,60,54,57,58,50,54,60,74,40,68,69,80,77,0,70,5,25,5,55,45,0,0,0,5,0,45,15,22,57,21,5,60,50,85,99,60,0,25,0,0,0,12,0,0,10,5,5,50,0,0,0,0,25,30,30,90,5,0,0,0,0,0,15,0,80,15,50,55,20,55,0,0,5,15,99,0,0,0,0,0,65,10,10,17,0,0,0,0,35,0,0,0,35,15,35,57,10,29,69,46,60,99
Hamidou Diallo,70,#6,Oklahoma City Thunder,G,07/31/98,6-5 / 1.96,198 lbs. / 89.8 kg.,"$1,416,852",USA,2018,2,45,Kentucky,Kyle Anderson,83,79,58,90,50,27,64,47,37,36,33,37,40,62,58,59,58,47,77,56,80,57,76,70,52,71,52,71,70,78,71,67,52,55,59,52,67,37,62,95,76,0,45,5,25,30,25,40,15,10,5,55,0,49,30,14,38,48,10,40,35,10,70,25,25,20,0,0,0,0,0,0,25,5,5,50,0,0,25,35,40,55,55,95,15,0,0,0,0,0,15,0,75,35,40,55,0,5,10,10,20,30,99,10,0,20,15,5,55,11,11,14,23,25,0,0,20,0,0,0,55,35,55,64,20,84,62,37,40,60
Melvin Frazier,70,#35,Orlando Magic,F,08/30/96,6-5 / 1.96,201 lbs. / 91.2 kg.,"$1,416,852",USA,2018,2,35,Tulane,E'Twaun Moore,86,75,83,90,72,61,69,25,51,40,43,36,53,75,66,72,74,50,76,78,82,66,72,71,34,66,39,58,47,65,65,61,58,37,31,58,36,33,37,95,75,0,40,0,25,10,25,40,30,20,0,55,0,28,40,6,43,51,10,40,40,40,75,40,30,40,35,10,0,0,0,0,20,5,5,50,0,0,15,0,55,55,60,95,25,15,20,0,0,15,35,15,99,35,50,60,0,25,0,0,10,20,99,5,0,0,0,0,10,8,27,10,0,0,20,0,0,0,0,0,65,5,35,53,0,41,69,28,50,20
Solomon Hill,70,#44,Miami Heat,F,03/18/91,6-6 / 1.98,226 lbs. / 102.5 kg.,"$13,290,395",USA,2013,1,23,Arizona,E'Twaun Moore,86,75,83,90,72,61,69,25,51,40,43,36,53,75,66,72,74,50,76,78,82,66,72,71,34,66,39,58,47,65,65,61,58,37,31,58,36,33,37,95,75,0,40,0,25,10,25,40,30,20,0,55,0,28,40,6,43,51,10,40,40,40,75,40,30,40,35,10,0,0,0,0,20,5,5,50,0,0,15,0,55,55,60,95,25,15,20,0,0,15,35,15,99,35,50,60,0,25,0,0,10,20,99,5,0,0,0,0,10,8,27,10,0,0,20,0,0,0,0,0,65,5,35,53,0,41,69,28,50,20
Alize Johnson,70,#24,Indiana Pacers,F,04/26/96,6-7 / 2.01,201 lbs. / 91.2 kg.,"$1,416,852",USA,2018,2,50,Missouri State,Yogi Ferrell,81,82,76,90,86,71,73,25,26,38,25,25,28,84,80,80,66,28,88,61,80,80,82,71,61,82,25,60,46,65,66,44,66,42,28,66,31,27,44,95,75,0,45,0,25,5,15,60,50,20,5,55,0,29,20,8,47,45,20,45,45,55,70,40,30,30,30,40,20,8,15,15,35,5,55,35,30,0,50,10,50,60,60,95,60,30,60,25,25,40,70,50,99,55,50,60,0,85,10,10,20,30,75,0,0,0,0,0,10,0,5,23,23,0,20,0,0,0,0,0,45,30,40,55,40,62,25,16,50,25
Skal Labissiere,70,#0,Atlanta Hawks,C-F,03/18/96,6-10 / 2.08,216 lbs. / 98 kg.,"$2,338,846",Haiti,2016,1,28,Kentucky,Christian Wood,66,67,72,90,67,70,74,64,59,56,59,54,44,70,51,54,54,55,75,71,80,39,30,25,25,34,64,46,69,64,51,57,67,36,67,78,30,55,83,95,75,70,70,20,75,75,10,35,0,0,0,5,0,57,50,25,48,27,10,35,0,30,40,0,30,10,0,0,0,0,0,0,30,5,5,50,0,0,0,0,20,30,75,95,0,0,0,0,0,0,0,0,99,50,42,40,55,0,0,0,0,0,99,10,0,35,10,0,70,0,0,0,0,20,0,15,25,30,10,20,10,0,0,71,45,24,70,59,60,60
